v1,v2
HAM,اشكال در ثبت و صدور نامه
HAM,اشكال در finance
HAM,اشكال در كارت گرافيك سيستم
HAM,اشكال در پيش نويس نامه خانم عليدادي
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,نصب سيستم جامع مالي finance
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين سيستم آقاي ظفري
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,تحويل رايانه با تمام تجهيزات جانبي
HAM,انجام تنظيمات دامين
HAM,انجام تنظيمات دامين
HAM,ايراد در ارتباط  با پرينتر آقاي زيداني
HAM,نصب اسكنر 3490 منشي
HAM,اشكال در ورود به ويندوز
HAM,اشكال در Mother Board سيستم
SPAN,نياز به تونر 2014
HAM,اضافه كردن پرينتر تحت شبكه منشي غمگين و انجام تنظيمات Windows Security
HAM,انجام تنظيمات Print Sharing منشي
HAM,اشكال در Finance منشي
HAM,اشكال در Finance منشي
HAM,اعمال تنظيمات Print sharing
HAM,اضافه كردن پرينتر تحت شبكه منشي و تركان
HAM,اعمال تنظيمات Print sharing
HAM,اعمال تنظيمات Print sharing
HAM,اضافه كردن پرينتر تحت شبكه آغاجاري براي منشي
HAM,اضافه كردن پرينتر تحت شبكه آغاجاري
HAM,format و نصب ويندور و نرم افزارهاي مربوطه
HAM,format و نصب ويندور و نرم افزارهاي مربوطه
HAM,format و نصب ويندور و نرم افزارهاي مربوطه
HAM,اعمال تنظيمات Print sharing
HAM,اضافه كردن پرينتر تحت شبكه زالي
HAM,ايجاد public user و اعمال تنظيمات آن و اضافه كردن پرينتر زالي
SPAN,نياز به يك عدد تونر 1320
HAM,اشكال در ورود به EOrg
HAM,نصب IE8 براي صرامي
HAM,اشكال در ورود به ويندوز
HAM,اشكال در فارسي ساز سيستم
HAM,نصب درايور پرينتر 1320 منشي
HAM,اضافه كردن پرينتر تحت شبكه منشي
HAM,اشكال در پرينتر samsung منشي
HAM,نصب اسكنر G3010
HAM,نصب درايور پرينتر 2014
HAM,اشكال در Intranet
HAM,نياز به نصب نرم افزار
HAM,نياز به نصب نرم افزار آقاي غلامي
HAM,ايجاد نام كاربري عليرضا ارشادي
HAM,نصب درايور پرينتر 1320
HAM,نصب درايور پرينتر 2550
SPAN,نياز به يك عدد تونر پرينتر Samsung ML- 2850
SPAN,نياز به يك عدد تونر پرينتر 2014 آقاي حسن زاده
HAM,نصب ويندوز و تمامي نرم افزار هاي مربوطه
SPAN,نياز به يك عدد مبدل Keyboard
HAM,اشكال در ثبت و صدور نامه
HAM,اضافه كردن پرينتر تحت شبكه منشي 1320
SPAN,نياز به يك عدد تونر 1320
HAM,اشكال در Office
HAM,نياز به تعويص موس
HAM,اشكال در پرينتر ارسال print در EOrg
HAM,نصب درايور پرينتر 1320 منشي
HAM,تعريف پرينتر تحت شبكه منشي
HAM,اشكال در ورود به ويندوز
HAM,تغيير پسورد EOrg
HAM,اشكال در ورود به سيستم
HAM,نصب درايور اسكنر Epson 3490
HAM,نصب درايور پرينتر Samsung 2850
HAM,اشكال در تنظيمات Explorer
HAM,تغيير Computer name و تغيير نام كاربري
HAM,اختصاص computer name در دامين و انجام عمليات Join
HAM,اضافه كردن پرينتر تحت شبكه زالي
HAM,اضافه كردن پرينتر تحت شبكه زالي
HAM,اشكال در پارتيشن درايو E و حذف فايل ها
HAM,ايراد در دستگاه كپي
HAM,ايراد در تنظيمات join
HAM,ايراد در تنظيمات join
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين منشي
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين منشي
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,انجام تنظيمات Join نمودن دامين
HAM,اشكال در موس
SPAN,نياز به يك عدد تونر 1320 منشي
SPAN,نياز به يك عدد تونر 3020
SPAN,نياز به يك عدد پد موس منشي
HAM,جمع آوري سيم ها و كابل هاي سيستم
HAM,انجام عمليات join دامين
SPAN,نياز به يك عدد تونر 53A
HAM,اشكال در ويندوز و نصب firefox
HAM,اشكال در finance سيستم
HAM,ايجاد سمت جديد مسئول دستور كارهاي صنعتي در EOrg
SPAN,نياز به مبدل كي برد
SPAN,نياز به يك عدد CD
SPAN,نياز به يك عدد DVD
HAM,نصب درايور پرينتر 2014
HAM,نصب ويندوز و نرم افزار هاي مربوطه
HAM,نصب ويندوز و نرم افزار هاي مربوطه
HAM,انجام مراحل join در دامين
HAM,انجام مراحل join در دامين
SPAN,نياز به يك عدد تونر 53A
HAM,اشكال در نامه 7182
HAM,اشكال در Explorer
SPAN,نياز به يك عدد CD
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين آقاي بخشي
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين مهسا محمدنيا
HAM,انجام عمليات مربوط به join در دامين ليلا وهام
HAM,انجام عمليات مربوط به join در دامين
HAM,انجام عمليات مربوط به join در دامين خانم رحيمي
HAM,انجام عمليات مربوط به join در دامين خ حزبه
HAM,انجام عمليات مربوط به join در دامين خ زبيداوي
HAM,اشكال در Word منشي
HAM,ايراد در ورود به EOrg
HAM,ايراد در كيفيت تصاوير اسكنر خ زيدوني
HAM,ايراد در سايت Email Nisoc
HAM,ايراد در دستگاه كپي
HAM,نصب سيستم جامع مالي Finance
HAM,اشكال در شبكه
HAM,ايراد در تنظيمات IE
SPAN,نياز به تونر 53A
HAM,نصب Office 2003 منشي
HAM,اشكال در مشاهده ضمائم نامه منشي
HAM,ايراد در پروفايل كاربر
HAM,ايراد در صداي سيستم
HAM,ايراد در تنظيمات Extra
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات منشي خ حسيني
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات
HAM,نياز به تحويل تجهيزات
HAM,نياز به نصب نرم افزار (منشي)
SPAN,نياز به پرينتر سامسونگ 2850
HAM,نياز به پرينتر سامسونگ 2850
HAM,نياز به نصب نرم افزار
HAM,نياز به يكدستگاه كامپيوتر
SPAN,درخواست تعويض موس
SPAN,نياز به تعويض موس
HAM,ايراد در پيامهاي EOrg
HAM,پرينتر بصورت تمام صفحه پرينت نمي گيرد
HAM,ايراد در IE
HAM,نياز به انتصاب سمت مدير پروژه
SPAN,نياز به يكعدد CoolDisk 8 GB
SPAN,نياز به CoolDisk 8GB
SPAN,نياز به CoolDisk 8GB
SPAN,نياز به CoolDisk 4GB
SPAN,نياز به يكعدد كابل 5 متري شبكه
SPAN,نياز به دو عدد سي دي و دي وي دي
SPAN,نياز به نصب Extra
SPAN,نياز به تونر 1320
HAM,ايراد در فيوزنيگ 1320
SPAN,نياز به يك ست سيستم
HAM,اشكال در سيستم منشي
HAM,نياز به پرينتر سامسونگ
HAM,نياز به يكدستگاه پرينتر  1320
SPAN,نياز به شارژ 15 عدد تونر مشكي
HAM,ايراد در پرينتر 1320 كارگاه
SPAN,نياز به 1بسته CD و DVD جهت استفاده كاربران
SPAN,نياز به تونر سامسونگ
HAM,ايراد در Mozilla Firefox
SPAN,نياز به تونر 53A
HAM,ايراد در تنظيمات اينترنت منشي
HAM,انجام مراحل join در دامين
HAM,انجام مراحل join در دامين
HAM,ايراد در برنامه توربين اورهال
HAM,قطعي شبكه
HAM,مشكل در پرينت نمودن اطلاعات برنامه اورهال
SPAN,نياز به رايت 2 عدد CD
SPAN,نياز به تونر 3020
SPAN,نياز به يك عدد تونر  49A
SPAN,نياز به يك ست رايانه
SPAN,نياز به يك ست رايانه
HAM,ايراد در ورود به EOrg
HAM,ايراد در نامه EOrg خ حسيني
HAM,بررسي اشكال قطعي شبكه
HAM,اشكال در اتصالات كامپيوتر
HAM,اشكال در روشن نمودن سيستم و همچنين ايراد در شبكه و پرينتر
HAM,اشكال در ويرايش نامه (منشي)
HAM,ايجاد پرينتر تحت شبكه ميرشكار
HAM,اشكال در فارسي ساز و اعداد سيستم منشي
HAM,فرمت و نصب ويندوز و نرم افزار هاي مربوطه
HAM,نصب ويندوز و نرم افزار هاي مربوطه
HAM,اشكال در Eorg
HAM,اشكال در ورود به Eorg
HAM,اشكال در پرينتر تحت شبكه
HAM,انجام مراحل join در دامين
HAM,انجام مراحل join در دامين
HAM,تنظيم Internet Explorer اقاي بخشي
HAM,ايجاد پرينتر تحت شبكه منشي
HAM,اشكال در ضمائم نامه
HAM,نصب درايور پرينتر 1320
HAM,نصب درايور پرينتر Samsung
HAM,اشكال در صداي سيستم
HAM,ايجاد user جديد و اعمال تنظيمات دسترسي
HAM,ايجاد user جديد در سيستم و اعمال تنظيمات مربوطه آن
HAM,اشكال در finance و EOrg
HAM,اشكال در Internet
HAM,نصب autocad 2007
HAM,نصب نرم افزار photoshop
HAM,نصب نرم افزار catina
HAM,اشكال در EOrg
HAM,اشكال در explorer اقاي بخشي
SPAN,صدور كارت دستگاه ساعت كارت
SPAN,صدور كارت دستگاه ساعت زني
HAM,نصب سي دي
HAM,مشكل در اجراي سي دي
HAM,ايراد در پرينت نمودن صفحه web سيستم خ حسيني
HAM,ايراد در پرينتر سامسونگ
SPAN,نياز به يكعدد كابل USB
HAM,ايراد در EOrg
HAM,ايراد در اجراي Extra
SPAN,نياز به يكعدد كابل 5 متري شبكه
SPAN,نياز به كابل 7 متري شبكه
HAM,ايراد در پرينتر 1320
HAM,ايراد در شبكه
HAM,ايراد در شبكه نياز به نود جديد
HAM,اضافه شدن به واحد چاپ
HAM,اصلاح سمت رستمي
HAM,اصلاح سمت رئيس برنامه ريزي كارگاهها
